"set_num","name","year","num_parts","theme"
"10806-1","Horses",2016,20,"Duplo"
"10808-1","Little Plane",2016,13,"Duplo"
"108-1","Battery Box",1976,1,"Supplemental"
"10810-1","Push Train",2016,46,"Duplo"
"10813-1","Big Construction Site",2016,48,"Duplo"
"10814-1","Tow Truck Set",2016,26,"Duplo"
"10818-1","My First Truck",2016,29,"Duplo"
"10820-1","Lego Duplo Creative Building Basket, Multi Color",2016,110,"Duplo"
"10824-1","Miles' Space Adventures",2017,23,"Duplo"
"10825-1","Miles' Exo-Flex Suit",2016,37,"Duplo"
"10827-1","Mickey and Friends Beach House",2016,48,"Duplo"
"10829-1","Mickey's Workshop",2016,18,"Duplo"
"10830-1","Minnie's Cafe",2016,27,"Duplo"
"1083-1","Supplementary Pack",1986,106,"Educational and Dacta"
"10831-1","My First Caterpillar",2016,19,"Duplo"
"10847-1","My First Number Train",2017,19,"Duplo"
"10849-1","My First Plane",2017,10,"Duplo"
"10852-1","My First Bird",2017,7,"Duplo"
"1088-1","Road Burner",1999,25,"Town"
"1089-1","Lego Basic Figures - 24 elements",1985,24,"Educational and Dacta"
"1090-1","TECHNIC Control I",1986,397,"Technic"
"1092-1","TECHNIC Control II",1986,467,"Technic"
"10937-1","Arkham Asylum Breakout",2012,1619,"Super Heroes"
"1094-1","Johnny Thunder",1999,13,"Adventurers"
"1095-1","Super Sub",1999,24,"Aquazone"
"1096-1","Race Buggy",1997,23,"Classic Town"
"1097-1","Res-Q Runner",1999,18,"Town"
"1098-1","Hang Glider",1998,19,"Town"
"1099-1","Ninja Blaster",1999,24,"Ninja"
"1-10","Mini-Wheel Model Maker No. 1",1971,86,"Legoland"
"1100-1","Sky Pirates",2001,110,"Classic Town"
"110-1","Universal Building Set",1977,129,"Universal Building Set"
"1101-1","Replacement 4.5V Motor",1977,1,"Service Packs"
"1102-1","Motor Bushes",1977,4,"Service Packs"
"1103-1","Battery Box",1977,1,"Service Packs"
"1103-2","DNA Student Set",2008,521,"Educational and Dacta"
"1104-1","Battery Cables (75cm)",1977,2,"Service Packs"
"1105-1","Crawler Tracks",1977,2,"Service Packs"
"1106-1","Battery Tender",1977,2,"Service Packs"
"1106-2","Basic Building Set",1999,413,"Universal Building Set"
"1107-1","Signal and Direction-Change Switch",1977,4,"Service Packs"
"1108-1","Magnetic Couplings",1977,4,"Service Packs"
"1109-1","Magnetic Couplings for Railway Car",1977,4,"Service Packs"
"1-11","Basic Souvenir Box",1981,36,"Universal Building Set"
"1110-1","Train Wheels",1977,8,"Service Packs"
"111-1","Universal Building Set",1977,173,"Universal Building Set"
"1111-1","Rubber Rims for Locomotive Wheels",1977,8,"Service Packs"
"111-2","Starter Train Set without Motor",1966,118,"Train"
"1112-1","Train Sliding Wheel Blocks",1977,2,"Service Packs"
"1113-1","Motor Frame and Couplers",1977,5,"Service Packs"
"1114-1","Motor Frame",1977,1,"Service Packs"
"1115-1","4.5V Lighting Brick (2 x 2)",1977,1,"Service Packs"
"1116-1","Chain Links, Small",1977,25,"Service Packs"
"1118-1","Boat Weight, Red",1977,1,"Service Packs"
"1119-1","Locomotive Piston Assemblies",1977,6,"Service Packs"
"11-2","Small Pre-School Basic Set",1973,31,"Minitalia"
"1120-1","Tires (42 mm)",1977,2,"Service Packs"
"112-1","Universal Building Set",1977,200,"Universal Building Set"
"1121-1","Propellers, Wheels and Rotor Unit",1977,15,"Service Packs"
"112-2","Locomotive with Motor",1966,74,"Train"
"1122-1","Hinges",1977,3,"Service Packs"
"1123-1","Ball and Socket Couplings, Articulated Joint",1977,8,"Service Packs"
"1124-1","Digger Bucket",1977,3,"Service Packs"
"1125-1","Crane Grab",1977,3,"Service Packs"
"1126-1","Jack Complete Assembly, Blue",1983,1,"Service Packs"
"1127-1","Santa",1999,39,"Seasonal"
"1128-1","Santa on Skis",1997,21,"Seasonal"
"1129-1","Storage Cloth (Spread Bag)",1980,1,"Universal Building Set"
"1129-2","Santa on Reindeer",1999,34,"Seasonal"
"11-3","Locomotive Traction Tires",1977,8,"Service Packs"
"1130-1","Storage Folder for Building Instructions (16 Internal Pockets)",1980,1,"Service Packs"
"113-1","Universal Building Set",1977,293,"Universal Building Set"
"1131-1","Tires (42 mm) and Hubs",1981,4,"Service Packs"
"113-2","Motorized Train Set",1966,344,"Train"
"1132-1","Hinges",1981,8,"Service Packs"
"1133-1","Brick Hinges",1981,8,"Service Packs"
"1134-1","Battery Wagon",1981,2,"Service Packs"
"1135-1","Battery Cable Kit: 12 Connectors, 3m Cable",1981,13,"Service Packs"
"1135-2","Battery Cable Kit: 16 Connectors, 3m Cable",1981,17,"Service Packs"
"1135-3","Battery Cable Kit: 20 Connectors, 3m Cable",1981,21,"Service Packs"
"1136-1","Buffers, Magnetic Couplers",1981,6,"Service Packs"
"1137-1","Train Couplings",1981,4,"Service Packs"
"1138-1","Replacement Rubber Wheel Treads for Trains",1981,8,"Service Packs"
"1139-1","Motor-Mount Plate with Magnetic Couplers",1981,5,"Service Packs"
"1140-1","12V Light Bricks",1981,2,"Service Packs"
"114-1","Universal Building Set",1977,390,"Universal Building Set"
"1141-1","Wheel Bricks with Small Red Train Wheels",1981,2,"Service Packs"
"114-2","Small Train Set",1966,88,"Train"
"1142-1","Wheel Bricks with Small Black Train-Wheels",1981,2,"Service Packs"
"1143-1","Wheel Bricks with Large Red Train Wheels",1981,2,"Service Packs"
"1144-1","Train Baseplate",1981,1,"Service Packs"
"1145-1","Bogie Plate",1981,1,"Service Packs"
"1146-1","Pushrods, Cylinder Housings",1981,6,"Service Packs"
"1147-1","Light Prisms & Holder, Red/Yellow Light Covers",1981,7,"Service Packs"
"1148-1","Differential",1981,5,"Service Packs"
"1149-1","Air Police",2002,24,"Town Jr."
"1149-2","Bulldozer Chainlinks",1982,52,"Service Packs"
"1150-1","Replacement Motor 12V",1977,1,"Service Packs"
"115-1","Building Set",1973,190,"Universal Building Set"
"1151-1","Train Power Pick-Up Blocks",1977,2,"Service Packs"
"115-2","Starter Train Set with Motor",1966,132,"Train"
"1152-1","Electric Wire",1977,2,"Service Packs"
"1154-1","Battery Control Unit",1986,1,"Service Packs"
"1160-1","TECHNIC Pneumatic Tubing, 40cm +100cm",1985,2,"Service Packs"
"116-1","Starter Train Set with Motor",1967,364,"Train"
"1161-1","TECHNIC Pneumatic Pump Cylinder 48mm",1985,1,"Service Packs"
"116-2","Deluxe Motorized Train Set",1968,361,"Train"
"1162-1","TECHNIC Pneumatic Piston Cylinder 48mm",1985,1,"Service Packs"
"1163-1","TECHNIC Pneumatic Piston Cylinder 60mm",1985,1,"Service Packs"
"1164-1","TECHNIC Pneumatic 2 Way Valve and Nonreturn Valve",1985,2,"Service Packs"
"1168-1","Battery Box",1986,1,"Technic"
"1169-1","Bogie Plates",1986,2,"Service Packs"
"1170-1","Replacement Train Battery Tender",1986,2,"Service Packs"
"117-1","Locomotive without Motor",1967,99,"Train"
"1171-1","Lighting Brick with Red and Blue Globes",1986,5,"Service Packs"
"1172-1","Colored Globes",1986,5,"Service Packs"
"1174-1","Motorhome for Basic Motor 4.5V/Train Motor 12V",1986,2,"Service Packs"
"1175-1","4.5v TECHNIC Motor",1982,1,"Service Packs"
"1176-1","Gear Racks and Turntables",1978,6,"Service Packs"
"1177-1","Santa In Truck with Polar Bear",2000,26,"Seasonal"
"1178-1","Siren, Black",1986,1,"Service Packs"
"1179-1","Replacement Space Siren",1986,1,"Service Packs"
"1180-1","Space Port Moon Buggy",1999,25,"Town"
"118-1","Electronic Train",1968,103,"Train"
"1181-1","Space Port Spacecraft",1999,23,"Town"
"118-2","Small Train Set",1968,117,"Train"
"1182-1","Adventurers Raft",1999,18,"Adventurers"
"118-3","Motorized Freight or Passenger Train (Sears Exclusive)",1969,419,"Train"
"1183-1","Mummy and Cart",1999,17,"Adventurers"
"1184-1","Cart",1999,24,"Ninja"
"1185-1","Raft",1999,25,"Ninja"
"1186-1","Cart",1999,25,"Ninja"
"1187-1","Glider",1999,23,"Ninja"
"1188-1","Fire Formula",1999,38,"Town"
"1189-1","Rocket Boat",1999,30,"Town"
"1190-1","Retro Buggy",1999,90,"Town"
"11905-1","DK Star Wars Brickmaster: Battle For The Stolen Crystals",2013,189,"Books"
"11908-1","Build Your Own Adventure with Liza Mini-Doll and Touring Car",2015,77,"Friends"
"11909-1","Lego Ninjago: Build Your Own Adventure",2015,74,"Ninjago"
"119-1","Super Train Set",1968,401,"Train"
"11910-1","Micro-Scale Space Cruiser",2015,102,"Space"
"1191-1","Try Bird",1999,34,"Town"
"11912-1","LEGO Star Wars: Build Your Own Adventure",2016,73,"Star Wars"
"1194-1","Classic Building Table",1999,408,"Universal Building Set"
"1195-1","Alien Encounter",2001,42,"Space"
"1196-1","Biker with Bicycle",2000,7,"Sports"
"1197-1","Telekom Race Cyclist and Television Motorbike",2000,30,"Sports"
"1197-2","Crown Gears",1981,2,"Service Packs"
"1198-1","Service Team - 2 Bikers with Service Tools",2000,76,"Sports"
"1199-1","Winning Team",2000,110,"Sports"
"11995-1","Hero Recon Team",2011,0,"Hero Factory"
"1200-1","LEGO Town Plan Board, Large Plastic",1955,1,"Classic"
"1200-2","LEGO Town Plan Board, Small Plastic",1956,1,"Classic"
"1200M-1","LEGO Town Plan Wooden Board",1957,1,"Classic"
"120-1","Complete Freight Train Set with Tipper Trucks",1969,163,"Train"
"1202-1","racer polybag",2001,1,"Racers"
"1203-1","Turntables (4 x 4), Turntables (2 x 2)",1985,8,"Service Packs"
"1204-1","Fences, Red and Black",1984,10,"Service Packs"
"120438-1","Basic Building Set",1985,176,"Universal Building Set"
"1205-1","Keys for Wind-Up Motor",1982,2,"Service Packs"
"1206-1","Round Bricks (2 x 2), White",1982,10,"Service Packs"
"1207-1","Turntables (4 x 4), Red",1982,2,"Service Packs"
"1208-1","Inverted Slope Bricks, Assorted, Red",1982,16,"Service Packs"
"1209-1","Fences and Gates",1982,10,"Service Packs"
"12-1","Blue Space Elements",1981,8,"Service Packs"
"1210-1","Winch Block and Hook Assembly",1982,3,"Service Packs"
"1210-2","Small Store Set",1955,30,"Classic"
"121-1","Roadster",1979,23,"Fabuland"
"1211-1","Space Stands and Brackets",1982,8,"Service Packs"
"1211-2","Small House Set",1955,19,"Classic"
"1212-1","Rocket Tops, Black",1982,6,"Service Packs"
"1212-2","Small House - Left Set",1955,21,"Classic"
"1213-1","Space Radar Disks",1982,5,"Service Packs"
"1213-2","Small House - Right Set",1955,23,"Classic"
"1214-1","Upper Part of Motorhome for 4.5V/12V Trainmotor",1984,1,"Service Packs"
"1214-2","Windows and Doors",1955,24,"Classic"
"1215-1","Train Motor 4.5V Type II Lower Housing",1981,1,"Service Packs"
"1215-2","2 x 8 & 2 x 10 Bricks",1955,20,"Classic"
"1216-1","Semaphores with Feet",1982,8,"Service Packs"
"1216-2","4 x 4 Corner Bricks",1955,20,"Classic"
"1217-1","Yellow Girder Beams & Plates",1982,20,"Service Packs"
"1217-2","2 x 4 Bricks",1955,52,"Classic"
"1218-1","Blue Girder Beams & Plates",1982,20,"Service Packs"
"1218-2","2 x 3 Bricks",1955,60,"Classic"
"1219-1","TECHNIC Beams & Plates [Red]",1982,20,"Service Packs"
"1219-2","2 x 2 Bricks",1955,80,"Classic"
"1220-1","Black Girder Beams & Plates",1982,20,"Service Packs"
"1220-2","1 x 2 Bricks",1955,104,"Classic"
"122-1","Loco and Tender",1969,96,"Train"
"1221-1","TECHNIC beams - yellow",1982,8,"Service Packs"
"1221-2","1 x 1 Bricks",1955,160,"Classic"
"1222-1","TECHNIC beams - blue",1982,8,"Service Packs"
"1222-2","1 x 1 Round Bricks",1955,200,"Classic"
"1223-1","TECHNIC beams - black",1982,8,"Service Packs"
"1223-2","2 x 2 & 2 x 4 Curved Bricks",1955,14,"Classic"
"1223-3","2 x 2 Curved Bricks",1957,100,"Classic"
"1224-1","TECHNIC Beams [Red]",1982,8,"Service Packs"
"1224.1-1","8 Danish Named Beams",1955,8,"Classic"
"1224-2","8 Named Beams",1955,8,"Classic"
"1224A-1","1 x 6 and 1 x 8 Bricks",1955,36,"Classic"
"1225-1","Assortment of Axles",1982,32,"Service Packs"
"1225-2","Mixed Plates Parts Pack",1955,12,"Classic"
"1226-1","Tractor Tires & Hubs",1982,12,"Service Packs"
"1226-2","6 x 8 & 2 x 8 Plates",1956,4,"Classic"
"1227-1","Gear Wheel Assortment",1982,15,"Service Packs"
"1227-2","4 x 8 & 2 x 8 Plates",1956,5,"Classic"
"1228-1","Differential Gear Housing",1982,28,"Service Packs"
"1228-2","4 x 8 Curved & 2 x 8 Plates",1956,5,"Classic"
"1229-1","TECHNIC Chainlinks",1982,70,"Service Packs"
"12-3","Wheel Bearings for Locomotives",1977,2,"Service Packs"
"1230-1","TECHNIC Bulldozer Chainlinks",1982,54,"Service Packs"
"1230-2","Windows and Door without Glass",1955,7,"Classic"
"123-1","Passenger Coach",1969,98,"Train"
"1231-1","X-Large Tires & Hubs",1982,4,"Service Packs"
"1231-2","Windows and Door with Glass, Red",1956,10,"Classic"
"1231-3","Windows and Door with Glass, White",1956,10,"Classic"
"1232-1","Toggle Joints & Connectors",1982,46,"Service Packs"
"1233-1","Axle Assortment",1984,34,"Service Packs"
"1233-2","Light Masts",1958,4,"Classic"
"1234-1","Gear Wheel Assortment",1984,21,"Service Packs"
"1234-3","Replacement Gearbox for Electric, Motor 4.5V/12V Type II 12 x 4 x 3 1/3",1983,1,"Service Packs"
"1235-1","Differential Gear Housing",1984,19,"Service Packs"
"1235-2","Garage Plate and Door",1955,3,"Classic"
"1236-1","TECHNIC wheels with hubs",1984,4,"Service Packs"
"1236-2","Garage",1955,59,"Classic"
"1236-3","12V Technic Motor",1979,1,"Service Packs"
"1237-1","Honda Promotional Set",2001,55,"Model"
"1239-1","Subzero",2001,4,"Racers"
"1239-2","Remote Control for Electric Points",1985,8,"Service Packs"
"1240-1","Hinges and Tilted Bearings, Light Gray",1986,16,"Service Packs"
"1240-2","8 Road Signs",1955,8,"Classic"
"124-1","Goods Wagon",1969,56,"Train"
"1241-1","Digger Bucket Assembly",1985,4,"Service Packs"
"1241-2","8 Road Signs",1955,8,"Classic"
"1242-1","Crane Grab and Winch",1986,4,"Service Packs"
"1242-2","International Flags",1957,5,"Classic"
"1242D-1","5 Danish Flags",1957,5,"Classic"
"1243-1","Hinges and Couplings",1986,9,"Service Packs"
"1244-1","Runway Plates",1986,2,"Service Packs"
"1245-1","T- and Intersection Plates",1986,2,"Service Packs"
"1245-2","Lighting Device Pack",1957,3,"Classic"
"1246-1","Helicopter",1999,26,"Town"
"1247-1","Patrol Car",1999,32,"Town"
"1247-2","Esso Pumps/Sign",1955,2,"Classic"
"1248-1","Fire Boat",1999,24,"Town"
"1248-2","Painted Trees and Bushes",1955,6,"Classic"
"1249-1","Tri-motorbike",1999,17,"City"
"1250-1","Dragster",1999,24,"Town"
"125-1","Tipping Wagon",1969,20,"Train"
"1251-1","Go-Cart",1999,25,"Town"
"125-2","Building Set",1974,234,"Universal Building Set"
"1252-1","Shell Tanker",1999,106,"Town Jr."
"1253-1","Shell Car Transporter",1999,101,"Town Jr."
"1254-1","Shell Select Shop",1999,164,"Town Jr."
"1255-1","Shell Car Wash",1999,136,"Town Jr."
"1256-1","Shell Petrol Pump",1999,156,"Town Jr."
"1257-1","Trike Buggy",1999,30,"Model"
"1258-1","Propellor Buggy",1999,29,"Model"
"1259-1","Motorbike",1999,28,"Model"
"1260-1","Car",1999,26,"Model"
"1260-2","1:87 Twenty Four Models",1957,24,"Classic"
"126-1","Steam Locomotive (Push)",1970,60,"Train"
"1263-1","Easter Bunny",2000,29,"Seasonal"
"1264-1","Easter Chicks",2000,29,"Seasonal"
"1265-1","Moon Buggy",1999,25,"Town"
"1266-1","Space Probe",1999,23,"Town"
"1267-1","Shock Absorbers",1985,4,"Service Packs"
"1268-1","Bike Blaster",1999,28,"Model"
"1269-1","White Ninja",1999,23,"Ninja"
"1270-2","Trial Size Bag - Chromika",2005,16,"Creator"
"127-1","Train Set",1969,365,"Train"
"1271-1","Jungle Surprise",1999,33,"Adventurers"
"1271-2","Traffic Police Set",1956,6,"Classic"
"1272-1","Blue Racer",2000,23,"Town"
"1273-1","Red Four Wheel Driver",2000,20,"Town"
"1274-1","Light Hover",2000,25,"Rock Raiders"
"1275-1","{Rock Saw Vehicle}",2000,22,"Rock Raiders"
"1276-1","Helicopter Transport",2000,22,"Rock Raiders"
"1277-1","Drill Craft",2000,27,"Rock Raiders"
"1278-1","Johnny Thunder & Baby T",2000,23,"Adventurers"
"1279-1","Aeroplane",2000,21,"Adventurers"
"1280-1","Microcopter",2000,28,"Adventurers"
"128-1","Taxi Station",1979,33,"Fabuland"
"1281-1","Aeroplane",2000,25,"Adventurers"
"128-2","Mobile Crane (Train Base)",1972,23,"Train"
"1282-1","Blue Racer",2000,23,"Town"
"128-3","Mobile Crane (Plate Base)",1971,38,"Train"
"1283-1","Red Four Wheel Driver",2000,20,"Town"
"1284-1","Green Buggy",2000,23,"Town"
"1285-1","Yellow Tiger",2001,23,"Town"
"1286-1","King Leo's Cart",2000,22,"Castle"
"1287-1","Crossbows",2000,16,"Castle"
"1288-1","Fire Cart",2000,24,"Castle"
"1289-1","Catapult",2000,23,"Castle"
"1290-1","Kabaya Promotional Set: Red (Volcano Climber) RoboRider",2000,35,"Technic"
"1291-1","Power Bike",2000,32,"Technic"
"1292-1","Kabaya Promotional Set: White (Ice Explorer) RoboRider",2000,33,"Technic"
"1293-1","Kabaya Promotional Set: Yellow/Green (Swamp Craft) RoboRider",2000,25,"Technic"
"1294-1","Fire Helicopter",2000,31,"Town"
"1295-1","Water Rider",2000,30,"Town"
"1296-1","Land Scooper",2000,30,"Town"
"1297-1","Speed Patroller",2000,34,"Town"
"1298-1","Advent Calendar 1998 Classic Basic",1998,24,"Advent"
"1298-10","Advent Calendar 1998 Classic Basic (Day  9) Whale",1998,9,"Advent Sub-Set"
"1298-11","Advent Calendar 1998 Classic Basic (Day 10)  Steamboat",1998,12,"Advent Sub-Set"
"1298-12","Advent Calendar 1998 Classic Basic (Day 11) Boat",1998,8,"Advent Sub-Set"
"1298-13","Advent Calendar 1998 Classic Basic (Day 12) Airplane",1998,12,"Advent Sub-Set"
"1298-14","Advent Calendar 1998 Classic Basic (Day 13) Santa",1998,5,"Advent Sub-Set"
"1298-15","Advent Calendar 1998 Classic Basic (Day 14) Airplane",1998,9,"Advent Sub-Set"
"1298-16","Advent Calendar 1998 Classic Basic (Day 15) Green Elf",1998,9,"Advent Sub-Set"
"1298-17","Advent Calendar 1998 Classic Basic (Day 16) Boat",1998,8,"Advent Sub-Set"
"1298-18","Advent Calendar 1998 Classic Basic (Day 17) Mouse",1998,9,"Advent Sub-Set"
"1298-19","Advent Calendar 1998 Classic Basic (Day 18) Blue Elf",1998,10,"Advent Sub-Set"
"1298-2","Advent Calendar 1998 Classic Basic (Day  1)  Airplane",1998,10,"Advent Sub-Set"
"1298-20","Advent Calendar 1998 Classic Basic (Day 19) Boat",1998,9,"Advent Sub-Set"
"1298-21","Advent Calendar 1998 Classic Basic (Day 20) Helicopter",1998,11,"Advent Sub-Set"
"1298-22","Advent Calendar 1998 Classic Basic (Day 21) Red Elf",1998,9,"Advent Sub-Set"
"1298-23","Advent Calendar 1998 Classic Basic (Day 22) Police Boat",1998,9,"Advent Sub-Set"
"1298-24","Advent Calendar 1998 Classic Basic (Day 23) Truck",1998,10,"Advent Sub-Set"
"1298-25","Advent Calendar 1998 Classic Basic (Day 24) Airplane",1998,10,"Advent Sub-Set"
"1298-3","Advent Calendar 1998 Classic Basic (Day  2) Santa",1998,5,"Advent Sub-Set"
"1298-4","Advent Calendar 1998 Classic Basic (Day  3) Boat",1998,9,"Advent Sub-Set"
"1298-5","Advent Calendar 1998 Classic Basic (Day  4) Boat",1998,10,"Advent Sub-Set"
"1298-6","Advent Calendar 1998 Classic Basic (Day  5) Sailboat",1998,10,"Advent Sub-Set"
"1298-7","Advent Calendar 1998 Classic Basic (Day  6) Airplane",1998,10,"Advent Sub-Set"
"1298-8","Advent Calendar 1998 Classic Basic (Day  7) Helicopter",1998,8,"Advent Sub-Set"
"1298-9","Advent Calendar 1998 Classic Basic (Day  8) Airplane",1998,9,"Advent Sub-Set"
"1300-1","Lego Mosaik Set (Small)",1955,47,"Classic"
"130-1","Wagon with Double Tippers",1972,20,"Train"
"1306-1","VW Garage",1957,45,"Classic"
"1307-1","VW Auto Showroom",1957,51,"Classic"
"1308-1","Fire Station",1957,109,"Classic"
"1309-1","Church",1957,150,"Classic"
"13-1","Gray Space Elements",1981,10,"Service Packs"
"1310-1","ESSO Filling Station",1956,96,"Classic"
"131-1","Passenger Coach",1972,66,"Train"
"1314-1","Stop bush / Small pulley",1987,210,"Technic"
"1315-1","Piston Rod",1987,50,"Technic"
"1316-1","Connector peg",1987,150,"Technic"
"1317-1","TECHNIC Chainlinks",1987,350,"Technic"
"1318-1","Gears Small",1987,68,"Technic"
"1319-1","Gears Large",1987,22,"Technic"
"13-2","Large Pre-School Basic Set",1973,92,"Minitalia"
"1320-1","Differential and Bevel Gears",1987,32,"Technic"
"132-1","Cottage",1979,115,"Fabuland"
"1321-1","Worm Gear and Racks",1987,22,"Technic"
"132-2","Port Crane and Flat Waggon",1972,58,"Train"
"1322-1","Pulleys, Tires, and Steering Wheels",1987,32,"Technic"
"1323-1","Hubs and Tyres",1985,24,"Educational and Dacta"
"1324-1","Rubber Bands and String",1985,101,"Technic"
"1325-1","Assorted Spare Axles",1987,68,"Technic"
"1326-1","Spare Axles, 12L",1987,28,"Technic"
"1327-1","Red/Black Plates",1985,48,"Educational and Dacta"
"1328-1","Red/Black Plates",1985,32,"Educational and Dacta"
"1329-1","Red/Black Plates",1985,28,"Service Packs"
"13-3","Train Motor Plate with Buffers",1977,5,"Service Packs"
"1330-1","Red/Black Plates",1985,20,"Service Packs"
"133-1","Locomotive (Push)",1975,81,"Train"
"1331-1","Red/Blue Bricks",1985,88,"Service Packs"
"1332-1","Red/Blue Beams",1985,18,"Service Packs"
"1333-1","Red/Blue Beams",1985,20,"Service Packs"
"1334-1","Motors (4.5V)",1985,2,"Service Packs"
"1335-1","Battery Boxes (4.5v)",1985,2,"Service Packs"
"1336-1","Pole Reverser Switches for Battery Box",1985,2,"Technic"
"1337-1","Connecting Leads",1985,18,"Technic"
"1338-1","Angles Swivels Turntables",1985,72,"Educational and Dacta"
"1339-1","TECHNIC parts",1987,20,"Technic"
